"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"9035400300","01/06/2020","326000.00","1642","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","5","2","","","SEWER/SEPTIC INSTALLED"
"3900000100","01/06/2020","400000.00","1604","456","898","0","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1948","4","2","","","SEWER/SEPTIC INSTALLED"
"7188100490","01/02/2020","345950.00","1452","0","0","400","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","2019","3","3","","","SEWER/SEPTIC INSTALLED"
"0320146023","01/07/2020","425000.00","1994","0","835","430","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"7200002201","01/03/2020","375000.00","1276","0","0","420","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1996","3","2","","","SEWER/SEPTIC INSTALLED"
"7380000362","01/09/2020","230000.00","1088","0","0","0","0","1","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1910","2","1","","","SEWER/SEPTIC INSTALLED"
"7001350060","01/03/2020","714800.00","2853","0","1315","868","0","1","Forced Air","Frame Siding","Drywall","2","Concrete Tile","2002","4","4","","View Lim","SEWER/SEPTIC INSTALLED"
"0319094131","01/02/2020","295000.00","1511","0","420","0","0","2","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1961","2","1","","","SEWER/SEPTIC INSTALLED"
"2775000830","01/07/2020","451500.00","1416","0","666","0","0","1","Forced Air","Frame Stucco","Drywall","1","Concrete Tile","1925","3","1","","","SEWER/SEPTIC INSTALLED"
"0421313088","01/03/2020","415000.00","1958","0","0","0","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1953","3","2","","View Avg","SEWER/SEPTIC INSTALLED"
"0419254700","01/09/2020","709500.00","3602","0","0","879","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"3860100016","01/08/2020","330000.00","2232","0","0","788","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1966","3","2","","","SEWER/SEPTIC INSTALLED"
"0419103028","01/02/2020","395000.00","1152","0","1152","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1955","4","2","","","SEWER/SEPTIC INSTALLED"
"0520353039","01/03/2020","400000.00","1376","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1915","3","1","","","SEWER/SEPTIC INSTALLED"
"6995201940","01/07/2020","330000.00","1272","0","0","400","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2009","3","2","","","SEWER/SEPTIC INSTALLED"
"6026570020","01/08/2020","564900.00","3086","0","0","640","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"5005050130","01/10/2020","404855.00","1983","0","0","631","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"6021520610","01/09/2020","379450.00","1953","0","0","544","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"6440003900","01/06/2020","273000.00","900","272","900","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1925","3","1","","","SEWER/SEPTIC INSTALLED"
"4341000010","01/08/2020","352000.00","1532","0","0","528","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1983","3","2","","","SEWER/SEPTIC INSTALLED"
"0418067023","01/09/2020","440000.00","1953","0","0","658","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"4885100370","01/08/2020","319500.00","1101","240","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1900","3","1","","","SEWER/SEPTIC INSTALLED"
"0320243065","01/06/2020","380000.00","1691","0","0","462","0","2","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"0419101023","01/09/2020","382800.00","1768","0","0","396","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2008","3","3","","","SEWER/SEPTIC INSTALLED"
"5001150170","01/07/2020","441000.00","2209","0","0","575","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"0520298073","01/08/2020","578450.00","2634","0","0","635","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"3140210160","01/08/2020","306500.00","1306","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"6663000040","01/09/2020","290000.00","1728","0","0","0","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"6025550180","01/06/2020","380000.00","2030","0","0","567","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2011","4","3","","","SEWER/SEPTIC INSTALLED"
"3245005340","01/10/2020","493000.00","1008","360","830","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1926","3","2","","","SEWER/SEPTIC INSTALLED"
"3450002191","01/09/2020","380000.00","856","0","800","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1917","2","2","","","SEWER/SEPTIC INSTALLED"
"7001760570","01/07/2020","345500.00","2145","0","0","398","0","0","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"5910000730","01/09/2020","314950.00","864","0","0","240","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1949","3","1","","","SEWER/SEPTIC INSTALLED"
"5030001600","01/07/2020","389950.00","1884","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1921","3","2","","","SEWER/SEPTIC INSTALLED"
"5030001600","01/07/2020","389950.00","420","0","0","756","0","0","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","1940","1","1","","","SEWER/SEPTIC INSTALLED"
"6905001790","01/10/2020","242000.00","1442","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1900","4","1","","","SEWER/SEPTIC INSTALLED"
"4000090100","01/08/2020","700000.00","3451","0","0","667","0","2","Forced Air","Frame Siding","Drywall","2","Concrete Tile","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"5460000480","01/10/2020","250000.00","772","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1946","2","1","","","SEWER/SEPTIC INSTALLED"
"5003641090","01/11/2020","267700.00","1204","0","0","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","2007","2","1","","","SEWER/SEPTIC INSTALLED"
"3317000250","01/09/2020","245000.00","984","0","0","312","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1969","3","1","","","SEWER/SEPTIC INSTALLED"
"7002811190","01/06/2020","549950.00","3092","0","0","464","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"7001770310","01/07/2020","319000.00","1478","0","0","400","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","2005","3","2","","","SEWER/SEPTIC INSTALLED"
"6025541380","01/03/2020","515000.00","3166","0","0","978","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2012","4","3","","","SEWER/SEPTIC INSTALLED"
"6723000061","01/10/2020","656500.00","3832","0","0","720","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1974","6","3","","","SEWER/SEPTIC INSTALLED"
"2380000410","01/03/2020","125706.00","792","0","0","280","0","0","Forced Air","Frame Siding","Drywall","1","Built Up Rock","1951","3","1","","","SEWER/SEPTIC INSTALLED"
"5141000340","01/09/2020","428000.00","2296","0","0","784","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1978","4","2","","","SEWER/SEPTIC INSTALLED"
"4490000473","01/09/2020","380000.00","2004","0","432","0","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1921","3","3","","","SEWER/SEPTIC INSTALLED"
"6022660160","01/02/2020","410000.00","2158","0","0","697","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"8865000111","01/01/2020","600000.00","2042","0","0","0","1152","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1968","2","2","WF Lake","","SEWER/SEPTIC INSTALLED"
"8865000130","01/01/2020","600000.00","919","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1965","2","1","WF Lake","","SEWER/SEPTIC INSTALLED"
"8865000130","01/01/2020","600000.00","516","0","0","0","0","0","No Heat","Frame Siding","Drywall","1","Composition Shingle","1965","1","1","WF Lake","","SEWER/SEPTIC INSTALLED"
"6661200290","01/10/2020","312000.00","1463","0","0","420","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","3","3","","","SEWER/SEPTIC INSTALLED"
"0418026021","01/02/2020","560000.00","1951","588","0","360","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2015","3","2","","","SEWER/SEPTIC INSTALLED"
"9745000370","01/09/2020","269950.00","1668","0","1040","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1908","4","1","","","SEWER/SEPTIC INSTALLED"
"6026980200","01/02/2020","425560.00","2304","0","0","464","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"3000790160","01/10/2020","400000.00","2292","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"5227000150","01/10/2020","304304.00","1602","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"5330000150","01/07/2020","299950.00","1008","0","0","252","0","1","Forced Air","Masonry Common Brick","Drywall","1","Composition Shingle","1953","3","1","","","SEWER/SEPTIC INSTALLED"
"0021034068","01/07/2020","479900.00","2160","0","0","0","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2014","3","3","","","SEWER/SEPTIC INSTALLED"
"3001180030","01/10/2020","485000.00","3206","0","0","400","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2009","5","3","","","SEWER/SEPTIC INSTALLED"
"6027320250","01/07/2020","367900.00","1676","0","0","380","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"4715022230","01/13/2020","205000.00","884","0","0","0","240","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1925","2","2","","","SEWER/SEPTIC INSTALLED"
"4400000460","01/10/2020","288660.00","936","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1927","2","1","","","SEWER/SEPTIC INSTALLED"
"3485010395","01/09/2020","230000.00","1040","0","0","345","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1977","3","1","","","SEWER/SEPTIC INSTALLED"
"0320204151","01/14/2020","305000.00","1152","0","0","273","0","1","Electric Baseboard","Frame Vinyl","Drywall","1","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"3245005642","01/09/2020","453000.00","1977","0","988","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1925","4","2","","","SEWER/SEPTIC INSTALLED"
"2037300040","01/02/2020","360000.00","912","190","912","0","288","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1908","2","1","","","SEWER/SEPTIC INSTALLED"
"5001800080","01/02/2020","575000.00","2821","0","0","470","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2015","5","3","","","SEWER/SEPTIC INSTALLED"
"7002811260","01/03/2020","569950.00","3195","0","0","580","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"2695001390","01/13/2020","300000.00","1580","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"4725001440","01/02/2020","475000.00","3065","0","0","880","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2007","4","3","","","SEWER/SEPTIC INSTALLED"
"2240002140","01/03/2020","315000.00","1398","0","870","0","364","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1948","3","2","","","SEWER/SEPTIC INSTALLED"
"5004730150","01/02/2020","389500.00","2238","0","0","396","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"6025250860","01/03/2020","382000.00","2161","0","0","399","0","1","Forced Air","Frame Siding","Drywall","3","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"7002181860","01/03/2020","400000.00","1458","0","0","449","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2010","3","3","","","SEWER/SEPTIC INSTALLED"
"9035400440","01/13/2020","310000.00","1590","0","0","484","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1971","3","2","","","SEWER/SEPTIC INSTALLED"
"0317231029","01/06/2020","580000.00","2672","0","1332","0","0","1","Electric Baseboard","Frame Vinyl","Drywall","1","Composition Shingle","2001","3","3","","View Lim","SEWER/SEPTIC INSTALLED"
"4715014570","01/08/2020","303850.00","1120","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1972","3","1","","","SEWER/SEPTIC INSTALLED"
"6022610700","01/08/2020","390000.00","2390","0","0","842","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","5","3","","","SEWER/SEPTIC INSTALLED"
"0321275031","01/03/2020","428000.00","1824","0","0","500","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"2376200340","01/13/2020","377000.00","1368","0","414","0","0","1","Forced Air","Frame Siding","Drywall","1","Built Up Rock","1971","2","2","","","SEWER/SEPTIC INSTALLED"
"0317287036","01/08/2020","464800.00","2670","0","0","660","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2006","3","3","","","SEWER/SEPTIC INSTALLED"
"6026750450","01/08/2020","612000.00","3133","600","0","483","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2015","5","3","","","SEWER/SEPTIC INSTALLED"
"7002860470","01/07/2020","451620.00","2406","0","0","504","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"0020278023","01/02/2020","370000.00","1606","0","0","375","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","3","2","","","SEWER/SEPTIC INSTALLED"
"0420194028","01/07/2020","661170.00","1674","0","992","0","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1920","4","3","","","SEWER/SEPTIC INSTALLED"
"5760000070","01/13/2020","495000.00","1188","0","0","0","0","1","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1905","2","2","","","SEWER/SEPTIC INSTALLED"
"6025440070","01/07/2020","389000.00","1805","0","0","677","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"0419238063","01/13/2020","689900.00","4458","0","0","864","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2006","4","3","","","SEWER/SEPTIC INSTALLED"
"5004750040","01/08/2020","307500.00","1475","0","0","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","3","2","","","SEWER/SEPTIC INSTALLED"
"0520298063","01/03/2020","581000.00","2682","0","0","590","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"3035000362","01/09/2020","300000.00","1592","0","0","240","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1976","3","2","","","SEWER/SEPTIC INSTALLED"
"6024970050","01/09/2020","517000.00","3166","0","0","560","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","4","3","","","SEWER/SEPTIC INSTALLED"
"7001770400","01/06/2020","345000.00","2092","0","0","440","0","0","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"0420204067","01/10/2020","387000.00","2580","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1955","4","2","","","SEWER/SEPTIC INSTALLED"
